DateTime,Utilization Rate(Gbps),Downstream Bandwidth Utilized
2021-04-20 01:00 Tue,0.061,27.66
2021-04-20 02:00 Tue,0.058,26.2
2021-04-20 03:00 Tue,0.051,22.78
2021-04-20 04:00 Tue,0.009,4.17
2021-04-20 05:00 Tue,0.019,8.72
2021-04-20 06:00 Tue,0.034,15.11
2021-04-20 07:00 Tue,0.029,13.12
2021-04-20 08:00 Tue,0.043,19.32
2021-04-20 09:00 Tue,0.053,24.02
2021-04-20 10:00 Tue,0.042,18.68
2021-04-20 11:00 Tue,0.037,16.87
2021-04-20 12:00 Tue,0.053,24.04
2021-04-20 13:00 Tue,0.043,19.45
2021-04-20 14:00 Tue,0.053,23.98
2021-04-20 15:00 Tue,0.061,27.39
2021-04-20 16:00 Tue,0.057,25.43
2021-04-20 17:00 Tue,0.053,23.94
2021-04-20 18:00 Tue,0.05,22.44
2021-04-20 19:00 Tue,0.035,15.69
2021-04-20 20:00 Tue,0.057,25.62
2021-04-20 21:00 Tue,0.078,35.18
2021-04-20 22:00 Tue,0.051,23.03
2021-04-20 23:00 Tue,0.063,28.4
2021-04-21 00:00 Wed,0.027,12.13
2021-04-21 01:00 Wed,0.021,9.3
2021-04-21 02:00 Wed,0.006,2.8
2021-04-21 03:00 Wed,0.006,2.92
2021-04-21 04:00 Wed,0.007,3.27
2021-04-21 05:00 Wed,0.012,5.37
2021-04-21 06:00 Wed,0.029,13.19
2021-04-21 07:00 Wed,0.045,20.15
2021-04-21 08:00 Wed,0.084,37.95
2021-04-21 09:00 Wed,0.047,21.14
2021-04-21 10:00 Wed,0.046,20.5
2021-04-21 11:00 Wed,0.061,27.49
2021-04-21 12:00 Wed,0.044,19.6
2021-04-21 13:00 Wed,0.043,19.51
2021-04-21 14:00 Wed,0.043,19.36
2021-04-21 15:00 Wed,0.042,19.12
2021-04-21 16:00 Wed,0.053,23.89
2021-04-21 17:00 Wed,0.043,19.16
2021-04-21 18:00 Wed,0.032,14.57
2021-04-21 19:00 Wed,0.139,62.46
2021-04-21 20:00 Wed,0.144,64.85
2021-04-21 21:00 Wed,0.115,51.64
2021-04-21 22:00 Wed,0.078,35.18
2021-04-21 23:00 Wed,0.133,59.89
2021-04-22 00:00 Thu,0.084,38.02
2021-04-22 01:00 Thu,0.043,19.5
2021-04-22 02:00 Thu,0.038,17.28
2021-04-22 03:00 Thu,0.032,14.37
2021-04-22 04:00 Thu,0.02,9.19
2021-04-22 05:00 Thu,0.032,14.33
2021-04-22 06:00 Thu,0.049,21.9
2021-04-22 07:00 Thu,0.072,32.57
2021-04-22 08:00 Thu,0.074,33.1
2021-04-22 09:00 Thu,0.037,16.46
2021-04-22 10:00 Thu,0.036,16.11
2021-04-22 11:00 Thu,0.048,21.7
2021-04-22 12:00 Thu,0.043,19.31
2021-04-22 13:00 Thu,0.051,22.86
2021-04-22 14:00 Thu,0.054,24.2
2021-04-22 15:00 Thu,0.041,18.3
2021-04-22 16:00 Thu,0.042,19.06
2021-04-22 17:00 Thu,0.064,28.63
2021-04-22 18:00 Thu,0.041,18.29
2021-04-22 19:00 Thu,0.049,22.06
2021-04-22 20:00 Thu,0.076,34.42
2021-04-22 21:00 Thu,0.082,36.79
2021-04-22 22:00 Thu,0.053,24.05
2021-04-22 23:00 Thu,0.045,20.2
2021-04-23 00:00 Fri,0.036,16.19
2021-04-23 01:00 Fri,0.086,38.66
2021-04-23 02:00 Fri,0.014,6.4
2021-04-23 03:00 Fri,0.02,8.95
2021-04-23 04:00 Fri,0.004,1.97
2021-04-23 05:00 Fri,0.007,3.24
2021-04-23 06:00 Fri,0.02,8.86
2021-04-23 07:00 Fri,0.037,16.51
2021-04-23 08:00 Fri,0.056,25.18
2021-04-23 09:00 Fri,0.059,26.4
2021-04-23 10:00 Fri,0.04,17.94
2021-04-23 11:00 Fri,0.049,22.02
2021-04-23 12:00 Fri,0.044,19.95
2021-04-23 13:00 Fri,0.044,19.95
2021-04-23 14:00 Fri,0.057,25.47
2021-04-23 15:00 Fri,0.04,18.21
2021-04-23 16:00 Fri,0.032,14.61
2021-04-23 17:00 Fri,0.039,17.52
2021-04-23 18:00 Fri,0.056,25.24
2021-04-23 19:00 Fri,0.062,27.99
2021-04-23 20:00 Fri,0.069,30.94
2021-04-23 21:00 Fri,0.081,36.41
2021-04-23 22:00 Fri,0.072,32.24
2021-04-23 23:00 Fri,0.066,29.55
2021-04-24 00:00 Sat,0.043,19.33
2021-04-24 01:00 Sat,0.025,11.38
2021-04-24 02:00 Sat,0.011,4.79
2021-04-24 03:00 Sat,0.019,8.68
2021-04-24 04:00 Sat,0.008,3.62
2021-04-24 05:00 Sat,0.01,4.66
2021-04-24 06:00 Sat,0.014,6.28
2021-04-24 07:00 Sat,0.025,11.08
2021-04-24 08:00 Sat,0.037,16.82
2021-04-24 09:00 Sat,0.053,24.01
2021-04-24 10:00 Sat,0.083,37.43
2021-04-24 11:00 Sat,0.086,38.65
2021-04-24 12:00 Sat,0.077,34.66
2021-04-24 13:00 Sat,0.076,34.07
2021-04-24 14:00 Sat,0.056,25.38
2021-04-24 15:00 Sat,0.046,20.57
2021-04-24 16:00 Sat,0.046,20.57
2021-04-24 17:00 Sat,0.057,25.63
2021-04-24 18:00 Sat,0.065,29.16
2021-04-24 19:00 Sat,0.043,19.55
2021-04-24 20:00 Sat,0.066,29.57
2021-04-24 21:00 Sat,0.092,41.49
2021-04-24 22:00 Sat,0.087,39.23
2021-04-24 23:00 Sat,0.075,33.85
2021-04-25 00:00 Sun,0.024,10.79
2021-04-25 01:00 Sun,0.02,9.02
2021-04-25 02:00 Sun,0.022,9.88
2021-04-25 03:00 Sun,0.01,4.43
2021-04-25 04:00 Sun,0.012,5.32
2021-04-25 05:00 Sun,0.025,11.43
2021-04-25 06:00 Sun,0.026,11.5
2021-04-25 07:00 Sun,0.028,12.79
2021-04-25 08:00 Sun,0.058,26.16
2021-04-25 09:00 Sun,0.05,22.47
2021-04-25 10:00 Sun,0.039,17.38
2021-04-25 11:00 Sun,0.047,21.26
2021-04-25 12:00 Sun,0.048,21.38
2021-04-25 13:00 Sun,0.05,22.37
2021-04-25 14:00 Sun,0.052,23.36
2021-04-25 15:00 Sun,0.056,25.05
2021-04-25 16:00 Sun,0.061,27.42
2021-04-25 17:00 Sun,0.065,29.15
2021-04-25 18:00 Sun,0.043,19.49
2021-04-25 19:00 Sun,0.035,15.78
2021-04-25 20:00 Sun,0.083,37.49
2021-04-25 21:00 Sun,0.105,47.18
2021-04-25 22:00 Sun,0.055,24.82
2021-04-25 23:00 Sun,0.037,16.83
2021-04-26 00:00 Mon,0.02,9.14
2021-04-26 01:00 Mon,0.013,6.07
2021-04-26 02:00 Mon,0.003,1.56
2021-04-26 03:00 Mon,0.001,0.67
2021-04-26 04:00 Mon,0.001,0.57
2021-04-26 05:00 Mon,0.01,4.28
2021-04-26 06:00 Mon,0.018,8.03
2021-04-26 07:00 Mon,0.037,16.82
2021-04-26 08:00 Mon,0.052,23.42
2021-04-26 09:00 Mon,0.058,26.08
2021-04-26 10:00 Mon,0.04,17.81
2021-04-26 11:00 Mon,0.033,14.89
2021-04-26 12:00 Mon,0.03,13.58
2021-04-26 13:00 Mon,0.035,15.7
2021-04-26 14:00 Mon,0.03,13.57
2021-04-26 15:00 Mon,0.042,19.04
2021-04-26 16:00 Mon,0.034,15.13
2021-04-26 17:00 Mon,0.031,14.06
2021-04-26 18:00 Mon,0.038,17.23
2021-04-26 19:00 Mon,0.033,14.97
2021-04-26 20:00 Mon,0.037,16.8
2021-04-26 21:00 Mon,0.056,25.24
2021-04-26 22:00 Mon,0.063,28.39
2021-04-26 23:00 Mon,0.025,11.22
2021-04-27 00:00 Tue,0.029,13.04
2021-04-27 01:00 Tue,0.02,9.12
2021-04-27 02:00 Tue,0.01,4.6
2021-04-27 03:00 Tue,0.009,4.14
2021-04-27 04:00 Tue,0.004,1.76
2021-04-27 05:00 Tue,0.005,2.07
2021-04-27 06:00 Tue,0.013,6.06
2021-04-27 07:00 Tue,0.034,15.41
2021-04-27 08:00 Tue,0.036,16.24
2021-04-27 09:00 Tue,0.037,16.67
2021-04-27 10:00 Tue,0.045,20.28
2021-04-27 11:00 Tue,0.038,16.99
2021-04-27 12:00 Tue,0.04,17.89
2021-04-27 13:00 Tue,0.047,21.13
2021-04-27 14:00 Tue,0.046,20.51
2021-04-27 15:00 Tue,0.044,19.65
2021-04-27 16:00 Tue,0.044,20.01
2021-04-27 17:00 Tue,0.063,28.46
2021-04-27 18:00 Tue,0.054,24.16
2021-04-27 19:00 Tue,0.047,21.28
2021-04-27 20:00 Tue,0.064,29.01
2021-04-27 21:00 Tue,0.102,45.74
2021-04-27 22:00 Tue,0.064,28.68
2021-04-27 23:00 Tue,0.039,17.38
2021-04-28 00:00 Wed,0.032,14.23
2021-04-28 01:00 Wed,0.035,15.75
2021-04-28 02:00 Wed,0.038,16.9
2021-04-28 03:00 Wed,0.041,18.47
2021-04-28 04:00 Wed,0.013,5.74
2021-04-28 05:00 Wed,0.01,4.42
2021-04-28 06:00 Wed,0.02,8.81
2021-04-28 07:00 Wed,0.025,11.37
2021-04-28 08:00 Wed,0.036,16.41
2021-04-28 09:00 Wed,0.046,20.88
2021-04-28 10:00 Wed,0.047,21.14
2021-04-28 11:00 Wed,0.047,21.01
2021-04-28 12:00 Wed,0.044,19.7
2021-04-28 13:00 Wed,0.041,18.65
2021-04-28 14:00 Wed,0.029,13.13
2021-04-28 15:00 Wed,0.035,15.75
2021-04-28 16:00 Wed,0.042,18.81
2021-04-28 17:00 Wed,0.104,46.91
2021-04-28 18:00 Wed,-2.895,-1302.63
2021-04-28 19:00 Wed,0.124,55.87
2021-04-28 20:00 Wed,0.107,48.03
2021-04-28 21:00 Wed,0.06,27.13
2021-04-28 22:00 Wed,0.08,36.11
2021-04-28 23:00 Wed,0.048,21.65
